,Pitcher,Primary Pitches,Secondary Pitches,Primary,Secondary,H-Mov,V-Mov,RelHei,RelSide,RelHei Diff,RelSide Diff,H-Mov Diff,V-Mov Diff,MPH Diff,RPM Diff,VAA Diff,HAA Diff,Spin Degree Diff,Usage Rate,Chase Rate,Zone Whiff Rate,Called Strike Rate,wOBAcon
425,Givens Mychal,"999    361.0
Name: Pitches, dtype: float64",237.0, FF, SL,"999   -6.4
Name:  H-Mov, dtype: float64","999    11.9
Name:  V-Mov, dtype: float64","999    4.7
Name: V-Rel Pt, dtype: float64","999   -2.7
Name: H-Rel Pt, dtype: float64",11.0,3.5000000000000004,12.4,9.4,8.600000000000009,142.0,2.3,1.7000000000000002,14.200000000000003,19.2,27.0,50.4,19.8,0.289
426,Givens Mychal,"999    361.0
Name: Pitches, dtype: float64",139.0, FF, CH,"999   -6.4
Name:  H-Mov, dtype: float64","999    11.9
Name:  V-Mov, dtype: float64","999    4.7
Name: V-Rel Pt, dtype: float64","999   -2.7
Name: H-Rel Pt, dtype: float64",10.5,3.6000000000000005,2.799999999999999,14.9,11.5,367.0,2.5999999999999996,0.5999999999999999,10.599999999999998,22.8,26.5,46.4,12.9,0.391
427,Gomber Austin,"1002    714.0
Name: Pitches, dtype: float64",398.0, FF, SL,"1002    6.3
Name:  H-Mov, dtype: float64","1002    17.3
Name:  V-Mov, dtype: float64","1002    6.7
Name: V-Rel Pt, dtype: float64","1002    1.7
Name: H-Rel Pt, dtype: float64",0.2999999999999998,4.4,11.3,14.3,6.799999999999997,245.0,2.5999999999999996,1.7000000000000002,45.0,22.9,30.3,34.5,11.3,0.361
428,Gomber Austin,"1002    714.0
Name: Pitches, dtype: float64",291.0, FF, CH,"1002    6.3
Name:  H-Mov, dtype: float64","1002    17.3
Name:  V-Mov, dtype: float64","1002    6.7
Name: V-Rel Pt, dtype: float64","1002    1.7
Name: H-Rel Pt, dtype: float64",0.10000000000000053,4.5,3.3999999999999995,6.700000000000001,8.799999999999997,513.0,1.8999999999999995,0.7999999999999999,6.6000000000000005,17.0,39.8,37.7,8.6,0.369
429,Gomber Austin,"1002    714.0
Name: Pitches, dtype: float64",290.0, FF, KC,"1002    6.3
Name:  H-Mov, dtype: float64","1002    17.3
Name:  V-Mov, dtype: float64","1002    6.7
Name: V-Rel Pt, dtype: float64","1002    1.7
Name: H-Rel Pt, dtype: float64",0.40000000000000036,4.699999999999999,13.3,31.4,15.200000000000003,345.0,5.199999999999999,1.3000000000000003,1.9000000000000004,17.4,27.2,44.6,15.9,0.358
430,Gonsolin Tony,"1006    663.0
Name: Pitches, dtype: float64",470.0, FF, FS,"1006   -8.4
Name:  H-Mov, dtype: float64","1006    17.5
Name:  V-Mov, dtype: float64","1006    6.3
Name: V-Rel Pt, dtype: float64","1006   -0.9
Name: H-Rel Pt, dtype: float64",14.600000000000001,7.4,3.9000000000000004,15.2,9.699999999999989,921.0,3.1000000000000005,0.1,17.5,26.0,38.0,36.9,11.1,0.234
431,Gonsolin Tony,"1006    663.0
Name: Pitches, dtype: float64",382.0, FF, SL,"1006   -8.4
Name:  H-Mov, dtype: float64","1006    17.5
Name:  V-Mov, dtype: float64","1006    6.3
Name: V-Rel Pt, dtype: float64","1006   -0.9
Name: H-Rel Pt, dtype: float64",14.600000000000001,7.5,11.600000000000001,12.8,5.699999999999989,159.0,2.5,2.1,44.8,21.3,38.6,34.599999999999994,6.3,0.19
432,Gonsolin Tony,"1006    663.0
Name: Pitches, dtype: float64",203.0, FF, CU,"1006   -8.4
Name:  H-Mov, dtype: float64","1006    17.5
Name:  V-Mov, dtype: float64","1006    6.3
Name: V-Rel Pt, dtype: float64","1006   -0.9
Name: H-Rel Pt, dtype: float64",14.7,7.7,11.5,29.5,12.399999999999991,237.0,4.6000000000000005,1.4,14.900000000000002,9.8,16.8,69.4,36.9,0.224
433,Gonzales Marco,"1013    713.0
Name: Pitches, dtype: float64",646.0, FF, CH,"1013    12.4
Name:  H-Mov, dtype: float64","1013    14.5
Name:  V-Mov, dtype: float64","1013    5.7
Name: V-Rel Pt, dtype: float64","1013    2.0
Name: H-Rel Pt, dtype: float64",7.1000000000000005,9.9,5.1,7.6,8.699999999999989,129.0,2.2,0.5,,23.6,42.0,36.9,11.0,0.37
434,Gonzales Marco,"1013    713.0
Name: Pitches, dtype: float64",329.0, FF, FC,"1013    12.4
Name:  H-Mov, dtype: float64","1013    14.5
Name:  V-Mov, dtype: float64","1013    5.7
Name: V-Rel Pt, dtype: float64","1013    2.0
Name: H-Rel Pt, dtype: float64",6.800000000000001,10.2,9.7,2.8000000000000007,2.0999999999999943,64.0,0.20000000000000018,1.9,,18.3,34.2,27.700000000000003,7.9,0.403
435,Gonzales Marco,"1013    713.0
Name: Pitches, dtype: float64",265.0, FF, CU,"1013    12.4
Name:  H-Mov, dtype: float64","1013    14.5
Name:  V-Mov, dtype: float64","1013    5.7
Name: V-Rel Pt, dtype: float64","1013    2.0
Name: H-Rel Pt, dtype: float64",7.0,10.100000000000001,18.8,27.4,11.799999999999997,114.0,4.300000000000001,2.3,,15.1,21.4,50.0,24.2,0.327
436,González Chi Chi,"1019    93.0
Name: Pitches, dtype: float64",88.0, SL, FF,"1019    9.7
Name:  H-Mov, dtype: float64","1019    4.6
Name:  V-Mov, dtype: float64","1019    5.8
Name: V-Rel Pt, dtype: float64","1019   -2.0
Name: H-Rel Pt, dtype: float64",3.799999999999999,11.6,12.7,6.5,8.900000000000006,271.0,2.2,1.7000000000000002,,43.4,26.8,42.6,21.6,0.395
437,González Chi Chi,"1019    93.0
Name: Pitches, dtype: float64",70.0, SL, SI,"1019    9.7
Name:  H-Mov, dtype: float64","1019    4.6
Name:  V-Mov, dtype: float64","1019    5.8
Name: V-Rel Pt, dtype: float64","1019   -2.0
Name: H-Rel Pt, dtype: float64",3.799999999999999,11.6,21.299999999999997,2.8000000000000007,8.100000000000009,399.0,1.0,2.9000000000000004,,9.9,25.9,46.5,25.7,0.626
438,Gore MacKenzie,"1027    766.0
Name: Pitches, dtype: float64",227.0, FF, CU,"1027    5.2
Name:  H-Mov, dtype: float64","1027    17.6
Name:  V-Mov, dtype: float64","1027    5.9
Name: V-Rel Pt, dtype: float64","1027    1.5
Name: H-Rel Pt, dtype: float64",0.7000000000000002,3.7,5.8,28.0,13.900000000000006,56.0,4.6000000000000005,0.8999999999999999,0.10000000000000053,18.0,28.9,61.1,24.2,0.393
439,Gore MacKenzie,"1027    766.0
Name: Pitches, dtype: float64",198.0, FF, SL,"1027    5.2
Name:  H-Mov, dtype: float64","1027    17.6
Name:  V-Mov, dtype: float64","1027    5.9
Name: V-Rel Pt, dtype: float64","1027    1.5
Name: H-Rel Pt, dtype: float64",0.7000000000000002,3.6,7.300000000000001,12.500000000000002,7.299999999999997,280.0,2.7,1.5,49.900000000000006,15.7,29.5,34.8,7.1,0.439
440,Gore MacKenzie,"1027    766.0
Name: Pitches, dtype: float64",67.0, FF, CH,"1027    5.2
Name:  H-Mov, dtype: float64","1027    17.6
Name:  V-Mov, dtype: float64","1027    5.9
Name: V-Rel Pt, dtype: float64","1027    1.5
Name: H-Rel Pt, dtype: float64",0.5999999999999996,3.8000000000000003,7.8999999999999995,4.300000000000001,9.900000000000006,154.0,1.7999999999999998,1.1,0.0,5.3,22.2,45.5,11.9,0.561
441,Gose Anthony,"1030    252.0
Name: Pitches, dtype: float64",136.0, FF, SL,"1030    6.7
Name:  H-Mov, dtype: float64","1030    17.2
Name:  V-Mov, dtype: float64","1030    5.6
Name: V-Rel Pt, dtype: float64","1030    0.8
Name: H-Rel Pt, dtype: float64",1.0,5.9,10.4,19.5,10.900000000000006,42.0,3.8,1.5,26.4,33.1,27.9,78.0,19.9,0.0
442,Gott Trevor,"1034    220.0
Name: Pitches, dtype: float64",184.0, FC, FF,"1034    0.5
Name:  H-Mov, dtype: float64","1034    11.6
Name:  V-Mov, dtype: float64","1034    5.2
Name: V-Rel Pt, dtype: float64","1034   -3.0
Name: H-Rel Pt, dtype: float64",4.7,3.5,9.0,3.5999999999999996,3.5999999999999943,52.0,1.0999999999999996,1.5,17.1,53.7,24.4,49.0,16.8,0.31
443,Gott Trevor,"1034    220.0
Name: Pitches, dtype: float64",144.0, FC, SI,"1034    0.5
Name:  H-Mov, dtype: float64","1034    11.6
Name:  V-Mov, dtype: float64","1034    5.2
Name: V-Rel Pt, dtype: float64","1034   -3.0
Name: H-Rel Pt, dtype: float64",4.6,3.6,16.9,2.9000000000000004,3.299999999999997,230.0,0.10000000000000053,3.0,12.899999999999999,13.2,50.6,44.4,16.7,0.365
444,Gott Trevor,"1034    220.0
Name: Pitches, dtype: float64",65.0, FC, CU,"1034    0.5
Name:  H-Mov, dtype: float64","1034    11.6
Name:  V-Mov, dtype: float64","1034    5.2
Name: V-Rel Pt, dtype: float64","1034   -3.0
Name: H-Rel Pt, dtype: float64",4.7,3.5,9.5,21.299999999999997,8.900000000000006,173.0,3.500000000000001,0.6000000000000001,26.6,16.1,21.4,65.2,27.7,0.22
445,Goudeau Ashton,"1039    206.0
Name: Pitches, dtype: float64",105.0, FF, CU,"1039   -6.5
Name:  H-Mov, dtype: float64","1039    15.8
Name:  V-Mov, dtype: float64","1039    6.5
Name: V-Rel Pt, dtype: float64","1039   -2.1
Name: H-Rel Pt, dtype: float64",13.0,4.2,14.6,26.4,14.900000000000006,235.0,4.9,2.2,1.0999999999999996,30.2,23.4,56.1,16.2,0.589
446,Goudeau Ashton,"1039    206.0
Name: Pitches, dtype: float64",64.0, FF, CH,"1039   -6.5
Name:  H-Mov, dtype: float64","1039    15.8
Name:  V-Mov, dtype: float64","1039    6.5
Name: V-Rel Pt, dtype: float64","1039   -2.1
Name: H-Rel Pt, dtype: float64",12.9,4.2,5.0,6.800000000000001,7.6000000000000085,523.0,1.5999999999999996,0.7,1.5999999999999996,20.9,29.4,26.700000000000003,10.9,0.352
447,Graterol Brusdar,"1042    232.0
Name: Pitches, dtype: float64",144.0, SI, FC,"1042   -16.4
Name:  H-Mov, dtype: float64","1042    7.8
Name:  V-Mov, dtype: float64","1042    6.2
Name: V-Rel Pt, dtype: float64","1042   -1.6
Name: H-Rel Pt, dtype: float64",22.5,14.7,17.0,0.2999999999999998,4.400000000000006,260.0,0.0,2.5,6.700000000000003,12.2,25.4,31.799999999999997,14.6,0.268
448,Graterol Brusdar,"1042    232.0
Name: Pitches, dtype: float64",105.0, SI, SL,"1042   -16.4
Name:  H-Mov, dtype: float64","1042    7.8
Name:  V-Mov, dtype: float64","1042    6.2
Name: V-Rel Pt, dtype: float64","1042   -1.6
Name: H-Rel Pt, dtype: float64",22.5,14.7,22.0,7.2,9.700000000000003,480.0,1.8999999999999995,3.3000000000000003,8.799999999999997,26.4,39.3,29.5,4.8,0.439
449,Graterol Brusdar,"1042    232.0
Name: Pitches, dtype: float64",63.0, SI, FF,"1042   -16.4
Name:  H-Mov, dtype: float64","1042    7.8
Name:  V-Mov, dtype: float64","1042    6.2
Name: V-Rel Pt, dtype: float64","1042   -1.6
Name: H-Rel Pt, dtype: float64",22.599999999999998,14.899999999999999,7.999999999999998,5.3,0.6000000000000085,57.0,0.9000000000000004,0.8999999999999999,13.3,7.3,24.1,23.5,6.3,0.457
450,Graveman Kendall,"1047    331.0
Name: Pitches, dtype: float64",204.0, SI, SL,"1047   -15.3
Name:  H-Mov, dtype: float64","1047    10.4
Name:  V-Mov, dtype: float64","1047    5.7
Name: V-Rel Pt, dtype: float64","1047   -1.1
Name: H-Rel Pt, dtype: float64",21.0,14.200000000000001,20.6,8.100000000000001,7.800000000000011,260.0,1.7000000000000002,3.1,17.700000000000003,19.0,28.3,50.0,20.1,0.434
451,Graveman Kendall,"1047    331.0
Name: Pitches, dtype: float64",108.0, SI, CH,"1047   -15.3
Name:  H-Mov, dtype: float64","1047    10.4
Name:  V-Mov, dtype: float64","1047    5.7
Name: V-Rel Pt, dtype: float64","1047   -1.1
Name: H-Rel Pt, dtype: float64",21.0,14.100000000000001,1.1000000000000014,5.7,5.400000000000006,446.0,1.2000000000000002,0.0,12.499999999999998,12.0,30.6,32.2,7.4,0.243
452,Graveman Kendall,"1047    331.0
Name: Pitches, dtype: float64",68.0, SI, FF,"1047   -15.3
Name:  H-Mov, dtype: float64","1047    10.4
Name:  V-Mov, dtype: float64","1047    5.7
Name: V-Rel Pt, dtype: float64","1047   -1.1
Name: H-Rel Pt, dtype: float64",21.0,14.100000000000001,7.300000000000001,5.199999999999999,0.0,145.0,1.6,1.1,3.0999999999999996,8.8,30.2,40.0,7.4,0.222
453,Gray Jon,"1051    828.0
Name: Pitches, dtype: float64",615.0, FF, SL,"1051   -11.2
Name:  H-Mov, dtype: float64","1051    12.6
Name:  V-Mov, dtype: float64","1051    5.4
Name: V-Rel Pt, dtype: float64","1051   -2.0
Name: H-Rel Pt, dtype: float64",16.9,9.299999999999999,21.1,7.1,10.799999999999997,435.0,2.7,2.5,51.599999999999994,35.4,42.7,50.9,14.8,0.347
454,Gray Jon,"1051    828.0
Name: Pitches, dtype: float64",173.0, FF, CH,"1051   -11.2
Name:  H-Mov, dtype: float64","1051    12.6
Name:  V-Mov, dtype: float64","1051    5.4
Name: V-Rel Pt, dtype: float64","1051   -2.0
Name: H-Rel Pt, dtype: float64",16.9,9.299999999999999,2.8000000000000007,3.6999999999999993,7.200000000000003,574.0,2.0,1.0,1.7000000000000002,7.3,26.1,29.0,10.4,0.188
455,Gray Jon,"1051    828.0
Name: Pitches, dtype: float64",70.0, FF, CU,"1051   -11.2
Name:  H-Mov, dtype: float64","1051    12.6
Name:  V-Mov, dtype: float64","1051    5.4
Name: V-Rel Pt, dtype: float64","1051   -2.0
Name: H-Rel Pt, dtype: float64",17.0,9.399999999999999,25.5,22.7,18.099999999999994,571.0,4.8,2.0,,7.6,12.2,55.2,22.9,0.538
456,Gray Josiah,"1055    808.0
Name: Pitches, dtype: float64",572.0, FF, SL,"1055   -9.8
Name:  H-Mov, dtype: float64","1055    17.8
Name:  V-Mov, dtype: float64","1055    5.5
Name: V-Rel Pt, dtype: float64","1055   -1.5
Name: H-Rel Pt, dtype: float64",15.100000000000001,7.9,11.700000000000001,12.600000000000001,8.799999999999997,164.0,2.9000000000000004,2.0,45.1,25.8,33.1,52.7,15.6,0.348
457,Gray Josiah,"1055    808.0
Name: Pitches, dtype: float64",489.0, FF, CU,"1055   -9.8
Name:  H-Mov, dtype: float64","1055    17.8
Name:  V-Mov, dtype: float64","1055    5.5
Name: V-Rel Pt, dtype: float64","1055   -1.5
Name: H-Rel Pt, dtype: float64",15.100000000000001,8.0,11.700000000000001,23.700000000000003,11.700000000000003,292.0,4.4,1.6,30.200000000000003,25.2,32.5,57.7,17.8,0.383
458,Gray Josiah,"1055    808.0
Name: Pitches, dtype: float64",58.0, FF, CH,"1055   -9.8
Name:  H-Mov, dtype: float64","1055    17.8
Name:  V-Mov, dtype: float64","1055    5.5
Name: V-Rel Pt, dtype: float64","1055   -1.5
Name: H-Rel Pt, dtype: float64",14.9,7.9,6.1,7.800000000000001,6.200000000000003,164.0,2.0999999999999996,0.7,2.0,3.1,15.0,38.9,13.8,0.975
459,Gray Sonny,"1063    391.0
Name: Pitches, dtype: float64",366.0, SI, FF,"1063   -13.8
Name:  H-Mov, dtype: float64","1063    9.5
Name:  V-Mov, dtype: float64","1063    5.5
Name: V-Rel Pt, dtype: float64","1063   -0.7
Name: H-Rel Pt, dtype: float64",19.3,13.100000000000001,12.0,5.699999999999999,0.10000000000000853,92.0,0.7000000000000002,1.7,12.800000000000004,26.2,19.5,52.3,27.3,0.3
460,Gray Sonny,"1063    391.0
Name: Pitches, dtype: float64",305.0, SI, CU,"1063   -13.8
Name:  H-Mov, dtype: float64","1063    9.5
Name:  V-Mov, dtype: float64","1063    5.5
Name: V-Rel Pt, dtype: float64","1063   -0.7
Name: H-Rel Pt, dtype: float64",19.3,13.0,28.200000000000003,23.4,13.299999999999997,388.0,4.199999999999999,3.2,23.800000000000004,24.1,31.1,54.2,24.6,0.206
461,Gray Sonny,"1063    391.0
Name: Pitches, dtype: float64",169.0, SI, SL,"1063   -13.8
Name:  H-Mov, dtype: float64","1063    9.5
Name:  V-Mov, dtype: float64","1063    5.5
Name: V-Rel Pt, dtype: float64","1063   -0.7
Name: H-Rel Pt, dtype: float64",19.200000000000003,12.9,31.3,15.6,10.599999999999994,212.0,3.1999999999999993,4.7,10.700000000000003,17.0,30.4,24.099999999999994,6.5,0.331
462,Gray Sonny,"1063    391.0
Name: Pitches, dtype: float64",111.0, SI, FC,"1063   -13.8
Name:  H-Mov, dtype: float64","1063    9.5
Name:  V-Mov, dtype: float64","1063    5.5
Name: V-Rel Pt, dtype: float64","1063   -0.7
Name: H-Rel Pt, dtype: float64",19.3,12.9,21.0,15.0,8.799999999999997,319.0,2.6999999999999993,3.5,17.400000000000002,3.2,7.8,58.8,18.9,0.606
463,Green Chad,"1067    152.0
Name: Pitches, dtype: float64",85.0, FF, CU,"1067   -4.6
Name:  H-Mov, dtype: float64","1067    19.0
Name:  V-Mov, dtype: float64","1067    6.1
Name: V-Rel Pt, dtype: float64","1067   -1.7
Name: H-Rel Pt, dtype: float64",10.7,2.8999999999999995,14.299999999999999,17.0,10.099999999999994,64.0,3.3,2.0,30.099999999999998,19.5,23.3,47.6,15.3,0.098
464,Greene Hunter,"1070    969.0
Name: Pitches, dtype: float64",778.0, FF, SL,"1070   -11.5
Name:  H-Mov, dtype: float64","1070    15.9
Name:  V-Mov, dtype: float64","1070    6.0
Name: V-Rel Pt, dtype: float64","1070   -2.4
Name: H-Rel Pt, dtype: float64",17.4,9.1,16.2,12.8,10.700000000000003,3.0,3.0,2.1,0.29999999999999893,42.3,33.6,48.3,15.7,0.337
465,Greene Hunter,"1070    969.0
Name: Pitches, dtype: float64",94.0, FF, CH,"1070   -11.5
Name:  H-Mov, dtype: float64","1070    15.9
Name:  V-Mov, dtype: float64","1070    6.0
Name: V-Rel Pt, dtype: float64","1070   -2.4
Name: H-Rel Pt, dtype: float64",17.4,9.0,0.5,3.0999999999999996,9.0,372.0,1.8000000000000007,0.2999999999999998,5.300000000000001,5.1,4.8,45.2,10.6,0.303
466,Greinke Zack,"1079    580.0
Name: Pitches, dtype: float64",302.0, FF, CU,"1079   -1.6
Name:  H-Mov, dtype: float64","1079    15.5
Name:  V-Mov, dtype: float64","1079    6.3
Name: V-Rel Pt, dtype: float64","1079   -1.5
Name: H-Rel Pt, dtype: float64",7.800000000000001,0.20000000000000018,14.0,26.8,17.299999999999997,126.0,5.2,1.2999999999999998,7.100000000000001,16.1,39.5,38.7,14.9,0.269
467,Greinke Zack,"1079    580.0
Name: Pitches, dtype: float64",257.0, FF, CH,"1079   -1.6
Name:  H-Mov, dtype: float64","1079    15.5
Name:  V-Mov, dtype: float64","1079    6.3
Name: V-Rel Pt, dtype: float64","1079   -1.5
Name: H-Rel Pt, dtype: float64",7.699999999999999,0.0,10.8,11.6,2.5,675.0,2.3,1.7,14.099999999999998,20.9,30.6,18.0,5.4,0.353
468,Greinke Zack,"1079    580.0
Name: Pitches, dtype: float64",195.0, FF, FC,"1079   -1.6
Name:  H-Mov, dtype: float64","1079    15.5
Name:  V-Mov, dtype: float64","1079    6.3
Name: V-Rel Pt, dtype: float64","1079   -1.5
Name: H-Rel Pt, dtype: float64",7.800000000000001,0.09999999999999987,8.2,9.8,3.1000000000000085,94.0,2.2,1.5,,2.4,31.1,34.2,9.7,0.318
469,Greinke Zack,"1079    580.0
Name: Pitches, dtype: float64",192.0, FF, SL,"1079   -1.6
Name:  H-Mov, dtype: float64","1079    15.5
Name:  V-Mov, dtype: float64","1079    6.3
Name: V-Rel Pt, dtype: float64","1079   -1.5
Name: H-Rel Pt, dtype: float64",7.699999999999999,0.30000000000000004,9.7,9.6,7.0,139.0,2.3,1.4,5.300000000000001,15.0,36.4,44.1,18.2,0.457
470,Greinke Zack,"1079    580.0
Name: Pitches, dtype: float64",53.0, FF, SI,"1079   -1.6
Name:  H-Mov, dtype: float64","1079    15.5
Name:  V-Mov, dtype: float64","1079    6.3
Name: V-Rel Pt, dtype: float64","1079   -1.5
Name: H-Rel Pt, dtype: float64",7.800000000000001,0.20000000000000018,10.1,5.6,0.20000000000000284,112.0,1.0,1.9,10.399999999999999,4.4,16.1,45.5,17.0,0.64
471,Grimm Justin,"1089    114.0
Name: Pitches, dtype: float64",105.0, FF, SL,"1089   -5.7
Name:  H-Mov, dtype: float64","1089    18.7
Name:  V-Mov, dtype: float64","1089    6.1
Name: V-Rel Pt, dtype: float64","1089   -1.8
Name: H-Rel Pt, dtype: float64",11.600000000000001,3.4000000000000004,22.2,22.2,10.899999999999991,253.0,3.999999999999999,3.2,10.799999999999999,42.3,29.6,45.1,17.1,0.194
472,Grimm Justin,"1089    114.0
Name: Pitches, dtype: float64",58.0, FF, CU,"1089   -5.7
Name:  H-Mov, dtype: float64","1089    18.7
Name:  V-Mov, dtype: float64","1089    6.1
Name: V-Rel Pt, dtype: float64","1089   -1.8
Name: H-Rel Pt, dtype: float64",11.8,3.9000000000000004,16.7,29.299999999999997,10.599999999999994,124.0,5.8,2.1,6.6,17.4,46.3,17.599999999999994,5.2,0.422
473,Gsellman Robert,"1097    114.0
Name: Pitches, dtype: float64",61.0, SI, SL,"1097   -17.4
Name:  H-Mov, dtype: float64","1097    4.6
Name:  V-Mov, dtype: float64","1097    5.5
Name: V-Rel Pt, dtype: float64","1097   -1.7
Name: H-Rel Pt, dtype: float64",23.099999999999998,15.799999999999999,15.099999999999998,1.0,2.8999999999999915,229.0,0.2999999999999998,2.6999999999999997,10.8,24.6,28.1,44.8,13.1,0.135
474,Guerra Javy,"1100    120.0
Name: Pitches, dtype: float64",60.0, SI, SL,"1100   -18.7
Name:  H-Mov, dtype: float64","1100    9.8
Name:  V-Mov, dtype: float64","1100    5.5
Name: V-Rel Pt, dtype: float64","1100   -1.4
Name: H-Rel Pt, dtype: float64",24.299999999999997,17.4,20.9,3.700000000000001,8.700000000000003,244.0,1.7000000000000002,2.2,5.999999999999998,24.8,20.5,42.9,15.0,0.779
475,Gustave Jandel,"1103    264.0
Name: Pitches, dtype: float64",170.0, SI, SL,"1103   -16.2
Name:  H-Mov, dtype: float64","1103    7.0
Name:  V-Mov, dtype: float64","1103    5.6
Name: V-Rel Pt, dtype: float64","1103   -1.6
Name: H-Rel Pt, dtype: float64",21.6,14.5,23.9,7.3,9.700000000000003,7.0,1.5,3.4,10.100000000000001,31.0,19.4,50.6,21.8,0.19
476,Gutierrez Vladimir,"1107    340.0
Name: Pitches, dtype: float64",150.0, FF, SL,"1107   -12.0
Name:  H-Mov, dtype: float64","1107    14.2
Name:  V-Mov, dtype: float64","1107    5.2
Name: V-Rel Pt, dtype: float64","1107   -2.2
Name: H-Rel Pt, dtype: float64",17.2,9.7,24.8,14.1,10.599999999999994,350.0,3.3999999999999995,3.1,29.999999999999996,22.5,36.6,48.5,16.0,0.327
477,Gutierrez Vladimir,"1107    340.0
Name: Pitches, dtype: float64",105.0, FF, CH,"1107   -12.0
Name:  H-Mov, dtype: float64","1107    14.2
Name:  V-Mov, dtype: float64","1107    5.2
Name: V-Rel Pt, dtype: float64","1107   -2.2
Name: H-Rel Pt, dtype: float64",17.1,9.7,1.1999999999999993,4.299999999999999,9.899999999999991,403.0,2.1999999999999993,0.5000000000000001,4.8,13.1,15.0,53.3,19.0,0.418
478,Gutierrez Vladimir,"1107    340.0
Name: Pitches, dtype: float64",89.0, FF, CU,"1107   -12.0
Name:  H-Mov, dtype: float64","1107    14.2
Name:  V-Mov, dtype: float64","1107    5.2
Name: V-Rel Pt, dtype: float64","1107   -2.2
Name: H-Rel Pt, dtype: float64",17.4,9.7,27.1,21.5,14.399999999999991,415.0,4.6,2.4,11.2,16.4,19.6,60.6,25.8,0.686
479,Hader Josh,"1111    449.0
Name: Pitches, dtype: float64",218.0, SI, SL,"1111    8.6
Name:  H-Mov, dtype: float64","1111    17.5
Name:  V-Mov, dtype: float64","1111    5.5
Name: V-Rel Pt, dtype: float64","1111    2.8
Name: H-Rel Pt, dtype: float64",3.3999999999999995,5.3999999999999995,13.0,16.8,13.700000000000003,439.0,3.7,1.6999999999999997,40.2,24.5,38.7,64.2,20.6,0.439
480,Hand Brad,"1120    307.0
Name: Pitches, dtype: float64",177.0, SL, FF,"1120   -16.6
Name:  H-Mov, dtype: float64","1120   -3.9
Name:  V-Mov, dtype: float64","1120    6.3
Name: V-Rel Pt, dtype: float64","1120    2.4
Name: H-Rel Pt, dtype: float64",22.900000000000002,19.0,27.0,19.0,13.400000000000006,77.0,3.8,2.4000000000000004,18.8,38.3,14.6,53.7,23.7,0.217
481,Hand Brad,"1120    307.0
Name: Pitches, dtype: float64",96.0, SL, SI,"1120   -16.6
Name:  H-Mov, dtype: float64","1120   -3.9
Name:  V-Mov, dtype: float64","1120    6.3
Name: V-Rel Pt, dtype: float64","1120    2.4
Name: H-Rel Pt, dtype: float64",23.0,18.900000000000002,33.900000000000006,14.200000000000001,13.200000000000003,6.0,2.9000000000000004,3.7,6.100000000000001,12.2,28.1,56.2,36.5,0.212
482,Head Louis,"1135    265.0
Name: Pitches, dtype: float64",179.0, SL, FF,"1135    13.0
Name:  H-Mov, dtype: float64","1135   -3.3
Name:  V-Mov, dtype: float64","1135    5.2
Name: V-Rel Pt, dtype: float64","1135   -2.3
Name: H-Rel Pt, dtype: float64",7.8,15.2,18.2,18.9,11.299999999999997,461.0,3.8000000000000007,2.3,0.1999999999999993,46.0,26.5,29.299999999999997,13.4,0.494
483,Heaney Andrew,"1137    293.0
Name: Pitches, dtype: float64",157.0, FF, SL,"1137    14.3
Name:  H-Mov, dtype: float64","1137    14.1
Name:  V-Mov, dtype: float64","1137    5.1
Name: V-Rel Pt, dtype: float64","1137    3.0
Name: H-Rel Pt, dtype: float64",9.100000000000001,11.200000000000001,19.0,13.1,9.799999999999997,133.0,3.3,2.5000000000000004,1.5,3.0,46.7,33.8,11.5,0.356
